# Title: February 2022 - January 2023 Contiguous U.S. County Average Temperature
# Units: Degrees Fahrenheit
# Missing: -99
# Note: Period of Record: 130 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
GA-243,Randolph County,Georgia,66.3,1.6,113,64.8
GA-245,Richmond County,Georgia,65.6,2.3,122,63.4
GA-247,Rockdale County,Georgia,63.7,2.6,126,61.1
GA-249,Schley County,Georgia,65.7,1.9,119,63.8
GA-251,Screven County,Georgia,66.5,2.3,125,64.2
GA-253,Seminole County,Georgia,68.1,1.4,109,66.7
GA-255,Spalding County,Georgia,64.4,2.5,125,61.9
GA-257,Stephens County,Georgia,61.5,1.2,113,60.3
GA-259,Stewart County,Georgia,65.5,1.2,107,64.2
GA-261,Sumter County,Georgia,66.7,2.3,126,64.5
GA-263,Talbot County,Georgia,64.2,1.5,113,62.7
GA-265,Taliaferro County,Georgia,64.1,2.2,125,61.9
GA-267,Tattnall County,Georgia,67.6,1.8,119,65.8
GA-269,Taylor County,Georgia,65,1.7,119,63.3
GA-271,Telfair County,Georgia,66.7,1.4,111,65.3
GA-273,Terrell County,Georgia,67,2,121,65
GA-275,Thomas County,Georgia,67.8,1.6,115,66.2
GA-277,Tift County,Georgia,66.6,1.4,109,65.2
GA-279,Toombs County,Georgia,67.2,1.7,119,65.5
GA-281,Towns County,Georgia,56.8,1.7,115,55.2
GA-283,Treutlen County,Georgia,66.4,1.5,116,64.8
GA-285,Troup County,Georgia,63.5,1.9,119,61.6
GA-287,Turner County,Georgia,66.7,2,119,64.7
GA-289,Twiggs County,Georgia,65.8,1.8,122,64
GA-291,Union County,Georgia,56.9,1.5,112,55.4
GA-293,Upson County,Georgia,64.4,1.9,121,62.5
GA-295,Walker County,Georgia,60.8,1.8,113,59
GA-297,Walton County,Georgia,63.4,2.6,127,60.8
GA-299,Ware County,Georgia,68.3,1.9,117,66.4
GA-301,Warren County,Georgia,64.2,1.8,122,62.3
GA-303,Washington County,Georgia,65.3,1.7,117,63.6
GA-305,Wayne County,Georgia,68,1.8,118,66.2
GA-307,Webster County,Georgia,65.9,1.7,118,64.2
GA-309,Wheeler County,Georgia,66.6,1.4,110,65.2
GA-311,White County,Georgia,59.1,1.6,116,57.5
GA-313,Whitfield County,Georgia,61.3,1.9,114,59.4
GA-315,Wilcox County,Georgia,66.7,1.9,117,64.7
GA-317,Wilkes County,Georgia,63.8,2.3,124,61.6
GA-319,Wilkinson County,Georgia,65.8,1.8,119,64
GA-321,Worth County,Georgia,67,1.8,119,65.2
ID-001,Ada County,Idaho,51.6,0.6,84,51
ID-003,Adams County,Idaho,43.7,0.9,88,42.9
ID-005,Bannock County,Idaho,44.8,0.8,88,44
ID-007,Bear Lake County,Idaho,39.8,0.6,76,39.3
ID-009,Benewah County,Idaho,46.2,1.5,108,44.7
ID-011,Bingham County,Idaho,43.8,0.3,71,43.4
ID-013,Blaine County,Idaho,41.6,0.5,75,41.2
ID-015,Boise County,Idaho,43.4,0.7,84,42.7
ID-017,Bonner County,Idaho,43.7,1.2,98,42.6
ID-019,Bonneville County,Idaho,41.4,0.5,76,40.9
ID-021,Boundary County,Idaho,41.6,1.4,103,40.2
ID-023,Butte County,Idaho,40.5,-0.1,50,40.6
ID-025,Camas County,Idaho,42.1,1.9,113,40.2
ID-027,Canyon County,Idaho,51.9,0.6,83,51.2
ID-029,Caribou County,Idaho,41.3,0.5,75,40.9
ID-031,Cassia County,Idaho,45.9,0.8,81,45.1
ID-033,Clark County,Idaho,39.5,0.5,78,39
ID-035,Clearwater County,Idaho,44,1,95,43
ID-037,Custer County,Idaho,38.2,1.2,93,37.1
ID-039,Elmore County,Idaho,47.2,1.2,99,46
ID-041,Franklin County,Idaho,44.2,1.2,95,43
ID-043,Fremont County,Idaho,39.2,0.7,85,38.5
ID-045,Gem County,Idaho,48.9,0.5,75,48.4
ID-047,Gooding County,Idaho,49.3,1.9,113,47.5
ID-049,Idaho County,Idaho,41.7,0.9,85,40.9
ID-051,Jefferson County,Idaho,42.6,0.5,76,42.1
ID-053,Jerome County,Idaho,48.9,1.4,103,47.5
ID-055,Kootenai County,Idaho,45.9,1.3,103,44.6
ID-057,Latah County,Idaho,46.7,1.3,104,45.4
ID-059,Lemhi County,Idaho,39.3,1.1,89,38.2
ID-061,Lewis County,Idaho,45.6,0.7,88,44.9
ID-063,Lincoln County,Idaho,46.3,1.1,92,45.2
ID-065,Madison County,Idaho,42.6,1.2,95,41.4
ID-067,Minidoka County,Idaho,45.6,0.4,71,45.2
ID-069,Nez Perce County,Idaho,49,1,94,48
ID-071,Oneida County,Idaho,46.3,1.4,106,44.9
ID-073,Owyhee County,Idaho,47.6,0.8,88,46.8
ID-075,Payette County,Idaho,51.4,1,94,50.4
ID-077,Power County,Idaho,44.8,0,52,44.8
ID-079,Shoshone County,Idaho,42.8,1,95,41.8
ID-081,Teton County,Idaho,39.2,0.6,83,38.6
ID-083,Twin Falls County,Idaho,47.6,0.8,87,46.8
ID-085,Valley County,Idaho,39.5,1.2,99,38.2
ID-087,Washington County,Idaho,48.2,1,92,47.2
IL-001,Adams County,Illinois,53.1,0.7,94,52.4
IL-003,Alexander County,Illinois,58.5,1.7,113,56.8
IL-005,Bond County,Illinois,55.3,1.4,105,54
IL-007,Boone County,Illinois,49.1,1.9,108,47.2
IL-009,Brown County,Illinois,52.5,0.4,78,52.1
IL-011,Bureau County,Illinois,50.4,1.4,101,48.9
IL-013,Calhoun County,Illinois,55.1,1.3,104,53.8
IL-015,Carroll County,Illinois,49.1,1.8,106,47.3
IL-017,Cass County,Illinois,52.8,0.6,83,52.2
IL-019,Champaign County,Illinois,52.4,1.6,104,50.9
IL-021,Christian County,Illinois,53.7,1.2,104,52.4
IL-023,Clark County,Illinois,54.6,1.9,109,52.7
IL-025,Clay County,Illinois,55.7,1.8,113,53.9
IL-027,Clinton County,Illinois,56.2,1.5,108,54.6
IL-029,Coles County,Illinois,53.8,1.6,103,52.2
IL-031,Cook County,Illinois,51.3,2.4,117,48.8
IL-033,Crawford County,Illinois,55.2,1.6,109,53.6
IL-035,Cumberland County,Illinois,54.4,1.5,106,52.8
IL-037,DeKalb County,Illinois,49.2,1.3,103,47.8
IL-039,De Witt County,Illinois,52.6,1.8,107,50.8
IL-041,Douglas County,Illinois,53.4,1.8,105,51.6
IL-043,DuPage County,Illinois,50.7,2.2,114,48.5
IL-045,Edgar County,Illinois,53.4,1.5,104,51.9
IL-047,Edwards County,Illinois,56.5,1.6,109,54.9
IL-049,Effingham County,Illinois,54.6,1.5,103,53.1
IL-051,Fayette County,Illinois,54.8,1.3,103,53.5
IL-053,Ford County,Illinois,51.6,1.5,104,50.1
IL-055,Franklin County,Illinois,56.7,1.5,108,55.2
IL-057,Fulton County,Illinois,52.4,1.1,98,51.3
IL-059,Gallatin County,Illinois,57.5,1.3,107,56.2
IL-061,Greene County,Illinois,54.4,0.9,95,53.5
IL-063,Grundy County,Illinois,51,1.8,105,49.2
IL-065,Hamilton County,Illinois,56.9,1.7,111,55.2
IL-067,Hancock County,Illinois,52.3,0.7,87,51.7
IL-069,Hardin County,Illinois,57.8,1.5,109,56.3
IL-071,Henderson County,Illinois,51.5,0.8,91,50.6
IL-073,Henry County,Illinois,50.4,1.2,98,49.1
IL-075,Iroquois County,Illinois,51.5,1.5,102,50
IL-077,Jackson County,Illinois,56.7,1.3,103,55.4
IL-079,Jasper County,Illinois,55.1,1.7,109,53.5
IL-081,Jefferson County,Illinois,56.5,1.7,112,54.8
IL-083,Jersey County,Illinois,55.4,1.4,104,54
IL-085,Jo Daviess County,Illinois,48.2,1.4,101,46.8
IL-087,Johnson County,Illinois,57.4,1.4,105,56
IL-089,Kane County,Illinois,49.6,1.6,107,48
IL-091,Kankakee County,Illinois,51.2,1.6,103,49.5
IL-093,Kendall County,Illinois,50.3,1.4,103,48.9
IL-095,Knox County,Illinois,50.9,1,94,49.8
IL-097,Lake County,Illinois,49.9,2.3,116,47.6
IL-099,LaSalle County,Illinois,50.5,1.4,100,49.1
IL-101,Lawrence County,Illinois,55.6,1.2,100,54.4
IL-103,Lee County,Illinois,49.6,1.6,106,48.1
IL-105,Livingston County,Illinois,51.8,2.2,114,49.6
IL-107,Logan County,Illinois,52.9,1.4,100,51.6
IL-109,McDonough County,Illinois,51.7,0.6,84,51.1
IL-111,McHenry County,Illinois,49.1,2,112,47.1
IL-113,McLean County,Illinois,52.3,2.3,115,50
IL-115,Macon County,Illinois,53.2,1.5,105,51.7
IL-117,Macoupin County,Illinois,54.4,1.3,104,53.2
IL-119,Madison County,Illinois,55.7,1.1,97,54.6
IL-121,Marion County,Illinois,55.7,1.6,108,54.1
IL-123,Marshall County,Illinois,51.6,1.8,109,49.8
IL-125,Mason County,Illinois,53.1,1.1,98,52
IL-127,Massac County,Illinois,58.6,1.7,112,56.8
IL-129,Menard County,Illinois,52.9,0.8,88,52
IL-131,Mercer County,Illinois,51,1.2,100,49.8
IL-133,Monroe County,Illinois,57.2,1.7,108,55.4
IL-135,Montgomery County,Illinois,54.3,1.3,104,53
IL-137,Morgan County,Illinois,53.1,0.8,86,52.3
IL-139,Moultrie County,Illinois,53.4,1.4,101,52
IL-141,Ogle County,Illinois,49.4,1.8,107,47.5
IL-143,Peoria County,Illinois,52.4,2.1,112,50.4
IL-145,Perry County,Illinois,56.6,1.5,108,55
IL-147,Piatt County,Illinois,52.9,1.8,107,51.1
IL-149,Pike County,Illinois,53.6,0.7,90,52.9
IL-151,Pope County,Illinois,57.7,1.4,101,56.2
IL-153,Pulaski County,Illinois,58.5,1.7,112,56.8
IL-155,Putnam County,Illinois,51.1,1.4,99,49.8
IL-157,Randolph County,Illinois,56.5,1.3,102,55.2
IL-159,Richland County,Illinois,55.7,1.5,106,54.2
IL-161,Rock Island County,Illinois,50.9,1.6,106,49.3
IL-163,St. Clair County,Illinois,56.5,1.4,101,55.2
IL-165,Saline County,Illinois,57,1.3,103,55.8
IL-167,Sangamon County,Illinois,53.3,1,91,52.3
IL-169,Schuyler County,Illinois,52.4,0.5,82,51.9
IL-171,Scott County,Illinois,53.4,0.5,83,52.9
IL-173,Shelby County,Illinois,53.7,1,97,52.6
IL-175,Stark County,Illinois,50.8,1.3,101,49.4
IL-177,Stephenson County,Illinois,48.5,1.8,105,46.7
IL-179,Tazewell County,Illinois,52.9,2.1,113,50.8
IL-181,Union County,Illinois,57.3,1.4,106,55.9
IL-183,Vermilion County,Illinois,52.2,1.1,97,51.1
IL-185,Wabash County,Illinois,56.4,1.4,106,54.9
IL-187,Warren County,Illinois,50.8,0.8,88,50.1
IL-189,Washington County,Illinois,56.3,1.5,108,54.8
IL-191,Wayne County,Illinois,56.6,2,114,54.7
IL-193,White County,Illinois,57.2,1.6,111,55.6
IL-195,Whiteside County,Illinois,50.2,1.8,107,48.4
IL-197,Will County,Illinois,50.8,1.6,103,49.3
IL-199,Williamson County,Illinois,56.6,1.2,99,55.4
IL-201,Winnebago County,Illinois,49.3,1.9,107,47.4
IL-203,Woodford County,Illinois,52.1,2.4,114,49.7
IN-001,Adams County,Indiana,52.1,2.5,120,49.5
IN-003,Allen County,Indiana,51.5,2.2,117,49.3
IN-005,Bartholomew County,Indiana,55.1,2.2,117,52.9
IN-007,Benton County,Indiana,51.5,1.7,109,49.8
IN-009,Blackford County,Indiana,52.7,2.3,121,50.4
IN-011,Boone County,Indiana,52.1,1.9,113,50.2
IN-013,Brown County,Indiana,54,1.8,113,52.2
IN-015,Carroll County,Indiana,51.9,1.7,110,50.2
IN-017,Cass County,Indiana,51.4,1.6,109,49.8
IN-019,Clark County,Indiana,56.6,2.2,118,54.4
IN-021,Clay County,Indiana,54.4,2.2,119,52.2
IN-023,Clinton County,Indiana,51.9,1.8,112,50.1
IN-025,Crawford County,Indiana,55.2,0.8,93,54.4
IN-027,Daviess County,Indiana,55.5,1.9,109,53.6
IN-029,Dearborn County,Indiana,54.8,2,115,52.8
IN-031,Decatur County,Indiana,54.2,1.9,115,52.3
IN-033,DeKalb County,Indiana,50.7,2.3,116,48.5
IN-035,Delaware County,Indiana,53.4,2.8,124,50.6
IN-037,Dubois County,Indiana,55.3,1.1,96,54.2
IN-039,Elkhart County,Indiana,50.7,2.6,120,48.1
IN-041,Fayette County,Indiana,52.8,1.7,113,51.1
IN-043,Floyd County,Indiana,56.8,2.4,120,54.5
IN-045,Fountain County,Indiana,52.2,1.3,97,50.9
IN-047,Franklin County,Indiana,53.6,1.7,113,51.9
IN-049,Fulton County,Indiana,51,2,114,48.9
IN-051,Gibson County,Indiana,56.7,1.7,112,55
IN-053,Grant County,Indiana,52.7,2.3,119,50.4
IN-055,Greene County,Indiana,54.7,2.2,117,52.6
IN-057,Hamilton County,Indiana,52.5,1.7,111,50.8
IN-059,Hancock County,Indiana,53.3,2,115,51.3
IN-061,Harrison County,Indiana,56.6,2,118,54.6
IN-063,Hendricks County,Indiana,52.9,1.9,115,51
IN-065,Henry County,Indiana,52.5,2.1,116,50.4
IN-067,Howard County,Indiana,51.9,1.7,110,50.2
IN-069,Huntington County,Indiana,51.6,1.8,111,49.8
IN-071,Jackson County,Indiana,55.4,2.1,118,53.3
IN-073,Jasper County,Indiana,50.9,1.5,104,49.4
IN-075,Jay County,Indiana,52.3,2.3,121,50
IN-077,Jefferson County,Indiana,55.9,2.3,118,53.6
IN-079,Jennings County,Indiana,55.3,2.1,118,53.3
IN-081,Johnson County,Indiana,53.9,2.1,118,51.9
IN-083,Knox County,Indiana,55.9,1.7,109,54.2
IN-085,Kosciusko County,Indiana,50.9,2.2,116,48.7
IN-087,LaGrange County,Indiana,50.4,2.4,118,48
IN-089,Lake County,Indiana,50.8,1.7,108,49.1
IN-091,LaPorte County,Indiana,50.6,1.9,112,48.7
IN-093,Lawrence County,Indiana,54.3,1.5,103,52.9
IN-095,Madison County,Indiana,53.2,2.4,119,50.8
IN-097,Marion County,Indiana,53.5,1.9,114,51.5
IN-099,Marshall County,Indiana,50.8,2.5,119,48.3
IN-101,Martin County,Indiana,54.9,1.6,106,53.2
IN-103,Miami County,Indiana,51.7,1.8,110,49.9
IN-105,Monroe County,Indiana,53.5,1.5,103,52.1
IN-107,Montgomery County,Indiana,52.2,1.8,112,50.4
IN-109,Morgan County,Indiana,53.5,1.6,111,51.9
IN-111,Newton County,Indiana,51.2,1.6,105,49.6
IN-113,Noble County,Indiana,50.5,2.2,115,48.3
IN-115,Ohio County,Indiana,55.8,2.4,119,53.3
IN-117,Orange County,Indiana,54.7,1.1,99,53.6
IN-119,Owen County,Indiana,53.8,1.8,110,52
IN-121,Parke County,Indiana,52.9,1.3,99,51.6
IN-123,Perry County,Indiana,55.6,0.2,73,55.3
IN-125,Pike County,Indiana,56.1,1.7,110,54.4
IN-127,Porter County,Indiana,50.5,1.7,107,48.8
IN-129,Posey County,Indiana,57.4,1.4,107,56
IN-131,Pulaski County,Indiana,50.6,1.5,105,49.1
IN-133,Putnam County,Indiana,52.8,1.6,107,51.3
IN-135,Randolph County,Indiana,52.2,2.4,119,49.9
IN-137,Ripley County,Indiana,54.4,1.9,116,52.4
IN-139,Rush County,Indiana,53.4,2,117,51.4
IN-141,St. Joseph County,Indiana,50.8,2.5,120,48.2
IN-143,Scott County,Indiana,56.1,2.4,119,53.7
IN-145,Shelby County,Indiana,54.4,2.2,118,52.2
IN-147,Spencer County,Indiana,56.4,0.7,88,55.7
IN-149,Starke County,Indiana,50.7,2,110,48.8
IN-151,Steuben County,Indiana,50,2.3,117,47.7
IN-153,Sullivan County,Indiana,55.6,2.5,120,53.1
IN-155,Switzerland County,Indiana,56.1,2.5,120,53.6
IN-157,Tippecanoe County,Indiana,52.2,1.9,111,50.4
IN-159,Tipton County,Indiana,52.2,1.9,115,50.3
IN-161,Union County,Indiana,52.7,1.5,109,51.1
IN-163,Vanderburgh County,Indiana,57.4,1.5,109,55.9
IN-165,Vermillion County,Indiana,53,1.2,96,51.8
IN-167,Vigo County,Indiana,54.9,2.3,119,52.5
IN-169,Wabash County,Indiana,51.7,1.8,112,49.9
IN-171,Warren County,Indiana,51.9,1.4,101,50.5
IN-173,Warrick County,Indiana,56.8,1.5,108,55.3
IN-175,Washington County,Indiana,55.3,2,119,53.3
IN-177,Wayne County,Indiana,52,1.6,107,50.4
IN-179,Wells County,Indiana,52,2.2,119,49.8
IN-181,White County,Indiana,51.4,1.6,109,49.7
IN-183,Whitley County,Indiana,50.8,1.8,110,49
IA-001,Adair County,Iowa,49.2,0.7,96,48.5
IA-003,Adams County,Iowa,50,1,97,49
IA-005,Allamakee County,Iowa,45.8,0.5,80,45.3
IA-007,Appanoose County,Iowa,50.9,0.5,86,50.3
IA-009,Audubon County,Iowa,48.4,0.8,93,47.6
IA-011,Benton County,Iowa,47.7,0.4,82,47.3
IA-013,Black Hawk County,Iowa,47.6,1,95,46.6
IA-015,Boone County,Iowa,48.7,0.9,95,47.7
IA-017,Bremer County,Iowa,46.5,0.9,90,45.6
IA-019,Buchanan County,Iowa,46.7,0.5,82,46.1
IA-021,Buena Vista County,Iowa,46.5,0.6,87,45.9
IA-023,Butler County,Iowa,46.6,0.6,83,46
IA-025,Calhoun County,Iowa,47.5,0.6,87,46.9
IA-027,Carroll County,Iowa,48.2,1.1,95,47.1
IA-029,Cass County,Iowa,49.5,0.8,94,48.7
IA-031,Cedar County,Iowa,49.2,0.9,93,48.3
IA-033,Cerro Gordo County,Iowa,45.6,0.6,83,45
IA-035,Cherokee County,Iowa,46.8,0.8,88,46
IA-037,Chickasaw County,Iowa,45.6,0.8,86,44.8
IA-039,Clarke County,Iowa,50.8,1.3,99,49.5
IA-041,Clay County,Iowa,46.1,1,91,45.1
IA-043,Clayton County,Iowa,46.4,0.4,79,46
IA-045,Clinton County,Iowa,50.1,1.7,107,48.4
IA-047,Crawford County,Iowa,48.7,1.5,100,47.2
IA-049,Dallas County,Iowa,49.5,0.7,92,48.8
IA-051,Davis County,Iowa,51,0.6,90,50.5
IA-053,Decatur County,Iowa,51.3,1.3,99,50
IA-055,Delaware County,Iowa,46.7,0.7,85,46
IA-057,Des Moines County,Iowa,51.2,0.7,91,50.5
IA-059,Dickinson County,Iowa,45.3,0.9,87,44.5
IA-061,Dubuque County,Iowa,47.4,0.8,91,46.7
IA-063,Emmet County,Iowa,45.1,0.6,83,44.5
IA-065,Fayette County,Iowa,45.6,0.4,80,45.2
IA-067,Floyd County,Iowa,45.8,0.6,79,45.3
IA-069,Franklin County,Iowa,46.3,0.8,87,45.5
IA-071,Fremont County,Iowa,51.7,0.7,90,50.9
IA-073,Greene County,Iowa,48.3,0.6,89,47.7
IA-075,Grundy County,Iowa,47.3,0.7,89,46.6
IA-077,Guthrie County,Iowa,48.7,0.6,86,48.2
IA-079,Hamilton County,Iowa,47,0.3,77,46.7
IA-081,Hancock County,Iowa,45.3,0.1,70,45.1
IA-083,Hardin County,Iowa,47.2,0.7,89,46.4
IA-085,Harrison County,Iowa,50,1.2,99,48.7
IA-087,Henry County,Iowa,50.7,0.4,80,50.3
IA-089,Howard County,Iowa,44.6,0.9,88,43.7
IA-091,Humboldt County,Iowa,46.4,0.1,69,46.4
IA-093,Ida County,Iowa,47.7,1,93,46.7
IA-095,Iowa County,Iowa,49.1,0.9,94,48.2
IA-097,Jackson County,Iowa,49,1.4,103,47.6
IA-099,Jasper County,Iowa,49.4,0.8,94,48.6
IA-101,Jefferson County,Iowa,50.3,0.3,78,50
IA-103,Johnson County,Iowa,49.3,0.8,90,48.5
IA-105,Jones County,Iowa,48.5,1.3,99,47.2
IA-107,Keokuk County,Iowa,50,1,98,49
IA-109,Kossuth County,Iowa,45.6,0.4,77,45.2
IA-111,Lee County,Iowa,51.8,0.4,79,51.4
IA-113,Linn County,Iowa,48.2,1,92,47.2
IA-115,Louisa County,Iowa,51.2,1.3,103,49.9
IA-117,Lucas County,Iowa,50.7,0.9,96,49.8
IA-119,Lyon County,Iowa,45.6,0.5,77,45.1
IA-121,Madison County,Iowa,50,0.7,95,49.2
IA-123,Mahaska County,Iowa,50.4,1,100,49.3
IA-125,Marion County,Iowa,50,0.2,71,49.8
IA-127,Marshall County,Iowa,48.3,0.8,94,47.5
IA-129,Mills County,Iowa,51,0.7,91,50.3
IA-131,Mitchell County,Iowa,45.1,0.8,87,44.3
IA-133,Monona County,Iowa,49.2,1.2,95,48
IA-135,Monroe County,Iowa,50.7,0.6,92,50.1
IA-137,Montgomery County,Iowa,50.4,0.7,91,49.7
IA-139,Muscatine County,Iowa,50.2,0.9,94,49.3
IA-141,O&#039;Brien County,Iowa,46.1,0.7,84,45.4
IA-143,Osceola County,Iowa,45.4,0.8,88,44.6
IA-145,Page County,Iowa,51,0.8,88,50.3
IA-147,Palo Alto County,Iowa,45.7,0.4,79,45.3
IA-149,Plymouth County,Iowa,47.6,1.1,91,46.5
IA-151,Pocahontas County,Iowa,46.2,-0.1,59,46.3
IA-153,Polk County,Iowa,49.8,0.6,91,49.2
IA-155,Pottawattamie County,Iowa,50.3,0.9,95,49.4
IA-157,Poweshiek County,Iowa,49.1,1.1,99,48
IA-159,Ringgold County,Iowa,50.8,1.3,99,49.5
IA-161,Sac County,Iowa,47.7,1.2,96,46.6
IA-163,Scott County,Iowa,50.7,1.8,108,48.9
IA-165,Shelby County,Iowa,49.1,1.1,96,48
IA-167,Sioux County,Iowa,46.4,0.6,83,45.9
IA-169,Story County,Iowa,48.6,0.9,96,47.7
IA-171,Tama County,Iowa,47.9,0.6,88,47.2
IA-173,Taylor County,Iowa,50.7,1.2,98,49.5
IA-175,Union County,Iowa,50.1,1.1,98,49
IA-177,Van Buren County,Iowa,50.8,-0,64,50.8
IA-179,Wapello County,Iowa,50.8,0.8,95,50
IA-181,Warren County,Iowa,50.4,0.4,85,49.9
IA-183,Washington County,Iowa,50.2,1,96,49.2
IA-185,Wayne County,Iowa,50.7,0.7,94,50
IA-187,Webster County,Iowa,47.1,0.2,75,46.8
IA-189,Winnebago County,Iowa,44.7,0.1,70,44.5
IA-191,Winneshiek County,Iowa,45.6,1.4,100,44.2
IA-193,Woodbury County,Iowa,48.5,1.2,93,47.3
IA-195,Worth County,Iowa,45,0.6,83,44.4
IA-197,Wright County,Iowa,46,0.2,70,45.9
KS-001,Allen County,Kansas,57.2,1.2,101,56
KS-003,Anderson County,Kansas,56.3,1,93,55.3
KS-005,Atchison County,Kansas,53.9,0.9,92,53
KS-007,Barber County,Kansas,58.5,1.9,114,56.6
KS-009,Barton County,Kansas,55.3,1,95,54.3
KS-011,Bourbon County,Kansas,56.9,0.8,92,56.1
KS-013,Brown County,Kansas,53.2,0.9,93,52.2
KS-015,Butler County,Kansas,57.2,1.6,107,55.6
KS-017,Chase County,Kansas,55.6,1,94,54.6
KS-019,Chautauqua County,Kansas,58.5,1.2,103,57.4
KS-021,Cherokee County,Kansas,59.1,1.6,109,57.5
KS-023,Cheyenne County,Kansas,51.8,1.1,92,50.7
KS-025,Clark County,Kansas,58.2,1.7,116,56.5
KS-027,Clay County,Kansas,55,1.4,100,53.6
KS-029,Cloud County,Kansas,55,1.8,105,53.2
KS-031,Coffey County,Kansas,56.8,1.8,110,55
KS-033,Comanche County,Kansas,58.5,2.1,118,56.4
KS-035,Cowley County,Kansas,58.5,1.6,109,56.8
KS-037,Crawford County,Kansas,58,1.3,103,56.7
KS-039,Decatur County,Kansas,52.4,1.1,90,51.3
KS-041,Dickinson County,Kansas,56.1,1.8,105,54.3
KS-043,Doniphan County,Kansas,53.3,0.3,78,53
KS-045,Douglas County,Kansas,55.6,1.1,97,54.4
KS-047,Edwards County,Kansas,56.6,1.9,117,54.8
KS-049,Elk County,Kansas,57.6,1.2,102,56.4
KS-051,Ellis County,Kansas,54.7,1.2,97,53.5
KS-053,Ellsworth County,Kansas,55.9,1.5,103,54.4
KS-055,Finney County,Kansas,55.1,1.6,107,53.4
KS-057,Ford County,Kansas,56.6,1.8,115,54.7
KS-059,Franklin County,Kansas,55.9,1.1,96,54.8
KS-061,Geary County,Kansas,55.4,1.5,101,53.9
KS-063,Gove County,Kansas,53.9,1.3,96,52.7
KS-065,Graham County,Kansas,53.6,0.9,85,52.7
KS-067,Grant County,Kansas,55.3,0.9,91,54.4
KS-069,Gray County,Kansas,55.8,1.6,111,54.2
KS-071,Greeley County,Kansas,52.7,0.9,88,51.8
KS-073,Greenwood County,Kansas,56.9,1.5,104,55.5
KS-075,Hamilton County,Kansas,54.6,1.1,99,53.4
KS-077,Harper County,Kansas,58.6,1.6,110,57.1
KS-079,Harvey County,Kansas,57.1,1.7,105,55.4
KS-081,Haskell County,Kansas,55.4,1.1,99,54.3
KS-083,Hodgeman County,Kansas,56.2,1.8,112,54.5
KS-085,Jackson County,Kansas,53.9,1,94,52.9
KS-087,Jefferson County,Kansas,54.8,1.2,96,53.6
KS-089,Jewell County,Kansas,53.5,1.5,100,52
KS-091,Johnson County,Kansas,55.7,1.5,103,54.2
KS-093,Kearny County,Kansas,54.8,1.4,102,53.4
KS-095,Kingman County,Kansas,57.3,1.1,107,56.1
KS-097,Kiowa County,Kansas,57.4,2,119,55.4
KS-099,Labette County,Kansas,58.6,1.1,103,57.6
KS-101,Lane County,Kansas,54.6,1.7,109,52.9
KS-103,Leavenworth County,Kansas,55.4,1.5,104,53.9
KS-105,Lincoln County,Kansas,55.4,1.6,106,53.8
KS-107,Linn County,Kansas,56.3,0.8,93,55.5
KS-109,Logan County,Kansas,53.6,1.4,100,52.2
KS-111,Lyon County,Kansas,56.1,1.8,105,54.4
KS-113,McPherson County,Kansas,56.4,1.7,104,54.7
KS-115,Marion County,Kansas,56.1,1.4,103,54.6
KS-117,Marshall County,Kansas,52.6,0.3,77,52.3
KS-119,Meade County,Kansas,57.2,1.3,107,55.9
KS-121,Miami County,Kansas,56.1,1.3,99,54.7
KS-123,Mitchell County,Kansas,54.3,1.2,97,53.1
KS-125,Montgomery County,Kansas,58.7,1,99,57.8
KS-127,Morris County,Kansas,55.1,1.3,98,53.8
KS-129,Morton County,Kansas,55.7,0.7,83,55
KS-131,Nemaha County,Kansas,52.7,0.7,89,52
KS-133,Neosho County,Kansas,58,1.3,104,56.8
KS-135,Ness County,Kansas,55.1,1.2,99,53.9
KS-137,Norton County,Kansas,52.6,0.9,86,51.6
KS-139,Osage County,Kansas,56.1,1.8,106,54.3
KS-141,Osborne County,Kansas,54.2,1,94,53.1
KS-143,Ottawa County,Kansas,55.7,1.8,106,53.9
KS-145,Pawnee County,Kansas,55.7,1.3,103,54.4
KS-147,Phillips County,Kansas,53,0.8,82,52.2
KS-149,Pottawatomie County,Kansas,54.1,0.9,93,53.2
KS-151,Pratt County,Kansas,57.1,1.7,109,55.4
KS-153,Rawlins County,Kansas,52.3,1.2,95,51
KS-155,Reno County,Kansas,56.6,1.1,99,55.5
KS-157,Republic County,Kansas,53.6,1.6,100,52
KS-159,Rice County,Kansas,56,1.1,100,54.8
KS-161,Riley County,Kansas,54.7,1.1,96,53.6
KS-163,Rooks County,Kansas,54,0.9,89,53.1
KS-165,Rush County,Kansas,54.9,0.9,92,54
KS-167,Russell County,Kansas,55.5,1.6,107,53.9
KS-169,Saline County,Kansas,56.4,1.9,107,54.5
KS-171,Scott County,Kansas,54.3,1.7,109,52.6
KS-173,Sedgwick County,Kansas,57.9,1.6,107,56.3
KS-175,Seward County,Kansas,56.4,1,95,55.4
KS-177,Shawnee County,Kansas,55.4,1.4,100,54
KS-179,Sheridan County,Kansas,52.9,1,90,51.9
KS-181,Sherman County,Kansas,52,1.5,100,50.5
KS-183,Smith County,Kansas,53,0.8,87,52.2
KS-185,Stafford County,Kansas,55.9,1.1,97,54.8
KS-187,Stanton County,Kansas,55.1,0.7,85,54.4
KS-189,Stevens County,Kansas,55.9,0.9,87,55.1
